base_time_seconds, increment, event_type, game_time_class, game_type, rank, rating, score, url, user, year
600,0,swiss,standard,chess,6,1506,2,"https://www.chess.com/tournament/live/-0506-4815890",plamen196565,2024
600,2,swiss,standard,chess,3,1506,2,"https://www.chess.com/tournament/live/-4800075",plamen196565,2024
600,2,swiss,standard,chess,6,1506,1,"https://www.chess.com/tournament/live/-0805-4759328",plamen196565,2024
300,2,swiss,blitz,chess,10,1351,2,"https://www.chess.com/tournament/live/-52-4752891",plamen196565,2024
600,5,swiss,standard,chess,6,1506,1,"https://www.chess.com/tournament/live/---2404-4740668",plamen196565,2024
600,2,swiss,standard,chess,4,1506,2,"https://www.chess.com/tournament/live/-1704-4716601",plamen196565,2024
600,0,swiss,standard,chess,6,1506,1,"https://www.chess.com/tournament/live/---1004-4701812",plamen196565,2024
120,1,arena,lightning,chess,8,1427,5,"https://www.chess.com/tournament/live/arena/---1510-3739401",plamen196565,2024
300,0,arena,blitz,chess,4,1351,11,"https://www.chess.com/tournament/live/arena/---1410-3738401",plamen196565,2024
300,2,arena,blitz,chess960,1,1349,22,"https://www.chess.com/tournament/live/arena/-960---1010-3723775",plamen196565,2024
120,1,arena,lightning,chess,6,1427,14,"https://www.chess.com/tournament/live/arena/---0810-3721133",plamen196565,2024
300,0,arena,blitz,chess,5,1351,8,"https://www.chess.com/tournament/live/arena/---0710-3720109",plamen196565,2024
180,2,arena,blitz,chess960,5,1349,6,"https://www.chess.com/tournament/live/arena/-960---0210-3705271",plamen196565,2024
120,1,arena,lightning,chess,6,1427,12,"https://www.chess.com/tournament/live/arena/---0110-3702633",plamen196565,2024
600,0,arena,standard,chess,7,1506,6,"https://www.chess.com/tournament/live/arena/---2609-3696521",plamen196565,2024
180,2,arena,blitz,chess,2,1351,20,"https://www.chess.com/tournament/live/arena/---2509-3695297",plamen196565,2024
120,1,arena,lightning,chess,9,1427,4,"https://www.chess.com/tournament/live/arena/-3694271",plamen196565,2024
120,1,arena,lightning,chess,3,1427,22,"https://www.chess.com/tournament/live/arena/---1607-3530143",plamen196565,2024
180,2,arena,blitz,chess,3,1351,6,"https://www.chess.com/tournament/live/arena/--1107-3515453",plamen196565,2024
120,1,arena,lightning,chess,1,1427,24,"https://www.chess.com/tournament/live/arena/---0907-3513521",plamen196565,2024
300,0,arena,blitz,chess,5,1351,11,"https://www.chess.com/tournament/live/arena/---0807-3512445",plamen196565,2024
120,1,arena,lightning,chess,7,1427,4,"https://www.chess.com/tournament/live/arena/-0207-3496767",plamen196565,2024
300,0,arena,blitz,chess,4,1351,16,"https://www.chess.com/tournament/live/arena/---0107-3495693",plamen196565,2024
180,2,swiss,blitz,chess,3,1351,2,"https://www.chess.com/tournament/live/-0404-4679064",plamen196565,2024
600,0,swiss,standard,chess,5,1506,2,"https://www.chess.com/tournament/live/-100-4664992",plamen196565,2024
600,5,swiss,standard,chess960,6,1200,1,"https://www.chess.com/tournament/live/960---2203-4661403",plamen196565,2024
600,0,swiss,standard,chess,6,1506,2,"https://www.chess.com/tournament/live/-2003-4650177",plamen196565,2024
600,0,swiss,standard,chess,4,1506,1,"https://www.chess.com/tournament/live/-1303-4635702",plamen196565,2024
600,0,swiss,standard,chess,3,1506,2,"https://www.chess.com/tournament/live/---0603-4620629",plamen196565,2024
600,0,swiss,standard,chess,7,1506,2,"https://www.chess.com/tournament/live/-2802-4606221",plamen196565,2024
300,2,swiss,blitz,chess960,5,1349,2,"https://www.chess.com/tournament/live/tournament-960-4589101",plamen196565,2024
600,2,swiss,standard,chess,6,1506,2,"https://www.chess.com/tournament/live/-1402-4577910",plamen196565,2024
300,2,swiss,blitz,chess960,8,1349,1,"https://www.chess.com/tournament/live/960-4574707",plamen196565,2024
180,1,swiss,blitz,chess,6,1351,0,"https://www.chess.com/tournament/live/-0202--4560417",plamen196565,2024
120,1,swiss,lightning,chess,4,1427,1,"https://www.chess.com/tournament/live/-3001--4548339",plamen196565,2024
300,2,swiss,blitz,chess,6,1351,2,"https://www.chess.com/tournament/live/-1810-4335989",plamen196565,2023
180,2,swiss,blitz,chess,3,1351,2,"https://www.chess.com/tournament/live/summer-tournament-4185201",plamen196565,2023
300,0,swiss,blitz,chess,9,1351,3,"https://www.chess.com/tournament/live/--57-4146050",plamen196565,2023
180,2,arena,blitz,chess,3,1351,24,"https://www.chess.com/tournament/live/arena/---2706-3481849",plamen196565,2024
120,1,arena,lightning,chess,4,1427,19,"https://www.chess.com/tournament/live/arena/-2506-3479831",plamen196565,2024
300,0,arena,blitz,chess,5,1351,10,"https://www.chess.com/tournament/live/arena/-2406-3479083",plamen196565,2024
600,5,arena,standard,chess960,2,1200,14,"https://www.chess.com/tournament/live/arena/-960-3476977",plamen196565,2024
120,1,arena,lightning,chess,6,1427,20,"https://www.chess.com/tournament/live/arena/-1806-3463257",plamen196565,2024
300,0,arena,blitz,chess,5,1351,4,"https://www.chess.com/tournament/live/arena/-1706-3462409",plamen196565,2024
180,2,arena,blitz,chess,5,1351,9,"https://www.chess.com/tournament/live/arena/-1306-3448667",plamen196565,2024
300,0,arena,blitz,chess,10,1351,4,"https://www.chess.com/tournament/live/arena/-1006-3447298",plamen196565,2024
120,1,arena,lightning,chess,4,1427,16,"https://www.chess.com/tournament/live/arena/-0406-3434338",plamen196565,2024
180,2,arena,blitz,chess,3,1351,29,"https://www.chess.com/tournament/live/arena/-3005-3420358",plamen196565,2024
300,0,arena,blitz,chess,5,1351,8,"https://www.chess.com/tournament/live/arena/-2905-3420274",plamen196565,2024
120,1,arena,lightning,chess,5,1427,22,"https://www.chess.com/tournament/live/arena/--2705-3420271",plamen196565,2024
300,2,arena,blitz,chess960,8,1349,2,"https://www.chess.com/tournament/live/arena/-960-3419991",plamen196565,2024
180,2,arena,blitz,chess,5,1351,18,"https://www.chess.com/tournament/live/arena/-2305-3408515",plamen196565,2024
120,1,arena,lightning,chess,15,1427,5,"https://www.chess.com/tournament/live/arena/-2105-3407354",plamen196565,2024
300,0,arena,blitz,chess,6,1351,11,"https://www.chess.com/tournament/live/arena/-2005-3406893",plamen196565,2024
180,0,arena,blitz,chess960,6,1349,11,"https://www.chess.com/tournament/live/arena/---1905-3406629",plamen196565,2024
180,2,swiss,blitz,chess,20,1351,2,"https://www.chess.com/tournament/live/-26-4111487",plamen196565,2023
300,0,swiss,blitz,chess,8,1351,3,"https://www.chess.com/tournament/live/-25-4111037",plamen196565,2023
180,0,swiss,blitz,chess,11,1351,1,"https://www.chess.com/tournament/live/-21-4089198",plamen196565,2023
600,0,swiss,standard,chess,3,1506,2,"https://www.chess.com/tournament/live/-20-4088612",plamen196565,2023
180,2,swiss,blitz,chess,12,1351,2,"https://www.chess.com/tournament/live/-19-4088131",plamen196565,2023
300,2,swiss,blitz,chess,5,1351,3,"https://www.chess.com/tournament/live/---17-4087059",plamen196565,2023
120,1,swiss,lightning,chess,5,1427,2,"https://www.chess.com/tournament/live/-17-4087058",plamen196565,2023
180,0,swiss,blitz,chess,15,1351,3,"https://www.chess.com/tournament/live/swiss-3-1-4074786",plamen196565,2023
120,1,swiss,lightning,chess,7,1427,2,"https://www.chess.com/tournament/live/-14-2-4075724",plamen196565,2023
120,1,swiss,lightning,chess,7,1427,4,"https://www.chess.com/tournament/live/-14-4075481",plamen196565,2023
120,1,swiss,lightning,chess,4,1427,4,"https://www.chess.com/tournament/live/-21-4075069",plamen196565,2023
180,2,swiss,blitz,chess,4,1351,3,"https://www.chess.com/tournament/live/-1600-4062765",plamen196565,2023
180,0,swiss,blitz,chess,8,1351,3,"https://www.chess.com/tournament/live/-4061209",plamen196565,2023
120,1,swiss,lightning,chess,5,1427,5,"https://www.chess.com/tournament/live/-4060750",plamen196565,2023
180,2,arena,blitz,chess,10,1351,6,"https://www.chess.com/tournament/live/arena/-1605-3395125",plamen196565,2024
120,1,arena,lightning,chess,13,1427,5,"https://www.chess.com/tournament/live/arena/-1405-3394002",plamen196565,2024
300,0,arena,blitz,chess,6,1351,9,"https://www.chess.com/tournament/live/arena/-1305-3393633",plamen196565,2024
600,5,arena,standard,chess960,11,1200,1,"https://www.chess.com/tournament/live/arena/-960-0905-3381650",plamen196565,2024
120,1,arena,lightning,chess,5,1427,11,"https://www.chess.com/tournament/live/arena/-0705-3380790",plamen196565,2024
300,0,arena,blitz,chess,2,1351,19,"https://www.chess.com/tournament/live/arena/-0605-3380228",plamen196565,2024
180,2,arena,blitz,chess960,11,1349,4,"https://www.chess.com/tournament/live/arena/960-0305-3378897",plamen196565,2024
180,2,arena,blitz,chess,10,1351,4,"https://www.chess.com/tournament/live/arena/-0205-3378213",plamen196565,2024
180,2,arena,blitz,chess,6,1351,5,"https://www.chess.com/tournament/live/arena/--3004-3377340",plamen196565,2024
120,1,arena,lightning,chess,6,1427,11,"https://www.chess.com/tournament/live/arena/-3004-3377225",plamen196565,2024
120,1,arena,lightning,chess,8,1427,4,"https://www.chess.com/tournament/live/arena/-2804-3376410",plamen196565,2024
180,2,arena,blitz,chess,3,1351,21,"https://www.chess.com/tournament/live/arena/-2504-3364839",plamen196565,2024
120,1,arena,lightning,chess,11,1427,4,"https://www.chess.com/tournament/live/arena/-2304-3363747",plamen196565,2024
300,2,arena,blitz,chess,13,1351,4,"https://www.chess.com/tournament/live/arena/-2204-3363389",plamen196565,2024
600,5,arena,standard,chess960,11,1200,2,"https://www.chess.com/tournament/live/arena/960-rapid-3341447",plamen196565,2024
180,2,arena,blitz,chess,9,1351,16,"https://www.chess.com/tournament/live/arena/-1804-3341362",plamen196565,2024
120,1,arena,lightning,chess,16,1427,0,"https://www.chess.com/tournament/live/arena/-1604-3340456",plamen196565,2024
120,1,swiss,lightning,chess,5,1427,3,"https://www.chess.com/tournament/live/-4046057",plamen196565,2023
300,2,arena,blitz,chess,18,1351,5,"https://www.chess.com/tournament/live/arena/-1504-3340065",plamen196565,2024
600,5,arena,standard,chess960,8,1200,6,"https://www.chess.com/tournament/live/arena/arena-960-rapid-3328380",plamen196565,2024
180,2,arena,blitz,chess960,9,1349,0,"https://www.chess.com/tournament/live/arena/960-1004-3328024",plamen196565,2024
120,1,arena,lightning,chess,9,1427,7,"https://www.chess.com/tournament/live/arena/--0924-3327402",plamen196565,2024
300,0,arena,blitz,chess,9,1351,4,"https://www.chess.com/tournament/live/arena/-0804-3327099",plamen196565,2024
180,2,arena,blitz,chess,3,1351,7,"https://www.chess.com/tournament/live/arena/-0504-3315718",plamen196565,2024
600,0,arena,standard,chess,7,1506,5,"https://www.chess.com/tournament/live/arena/-100-3304795",plamen196565,2024
300,0,arena,blitz,chess,4,1351,13,"https://www.chess.com/tournament/live/arena/-0104-3303830",plamen196565,2024
180,2,arena,blitz,chess960,6,1349,12,"https://www.chess.com/tournament/live/arena/960---2903-3302274",plamen196565,2024
180,2,arena,blitz,chess,4,1351,24,"https://www.chess.com/tournament/live/arena/-2703-3291423",plamen196565,2024
120,1,arena,lightning,chess,7,1427,23,"https://www.chess.com/tournament/live/arena/----2603-3290908",plamen196565,2024
300,0,arena,blitz,chess,6,1351,7,"https://www.chess.com/tournament/live/arena/-2503-3290507",plamen196565,2024
180,2,arena,blitz,chess,5,1351,11,"https://www.chess.com/tournament/live/arena/-2103-3278722",plamen196565,2024
120,1,arena,lightning,chess,12,1427,0,"https://www.chess.com/tournament/live/arena/--1903-3277844",plamen196565,2024
180,2,arena,blitz,chess960,5,1349,2,"https://www.chess.com/tournament/live/arena/960--1503-3275906",plamen196565,2024
180,2,arena,blitz,chess,12,1351,7,"https://www.chess.com/tournament/live/arena/-1403-3265313",plamen196565,2024
120,1,arena,lightning,chess,12,1427,3,"https://www.chess.com/tournament/live/arena/-1203-3264446",plamen196565,2024
300,0,arena,blitz,chess,11,1351,8,"https://www.chess.com/tournament/live/arena/-1103-3264040",plamen196565,2024
180,2,arena,blitz,chess,10,1351,4,"https://www.chess.com/tournament/live/arena/-0703-3252191",plamen196565,2024
120,1,arena,lightning,chess,11,1427,4,"https://www.chess.com/tournament/live/arena/-0503-3251152",plamen196565,2024
300,0,arena,blitz,chess,7,1351,10,"https://www.chess.com/tournament/live/arena/-0403-3250569",plamen196565,2024
180,0,arena,blitz,chess960,8,1349,0,"https://www.chess.com/tournament/live/arena/960---0303-3250232",plamen196565,2024
180,0,arena,blitz,chess,3,1351,11,"https://www.chess.com/tournament/live/arena/-0203-3249721",plamen196565,2024
180,2,arena,blitz,chess960,5,1349,12,"https://www.chess.com/tournament/live/arena/960--0103-3249142",plamen196565,2024
180,2,arena,blitz,chess,7,1351,20,"https://www.chess.com/tournament/live/arena/-2902-3238586",plamen196565,2024
120,1,arena,lightning,chess,14,1427,7,"https://www.chess.com/tournament/live/arena/-2702-3237567",plamen196565,2024
300,0,arena,blitz,chess,10,1351,8,"https://www.chess.com/tournament/live/arena/-2602-3237196",plamen196565,2024
180,2,arena,blitz,chess,5,1351,20,"https://www.chess.com/tournament/live/arena/-2202-3224992",plamen196565,2024
120,1,arena,lightning,chess,7,1427,5,"https://www.chess.com/tournament/live/arena/-2002-3224105",plamen196565,2024
180,2,arena,blitz,chess,9,1351,15,"https://www.chess.com/tournament/live/arena/-1502-3211714",plamen196565,2024
120,1,arena,lightning,chess,11,1427,19,"https://www.chess.com/tournament/live/arena/-1302-3210680",plamen196565,2024
300,0,arena,blitz,chess,3,1351,20,"https://www.chess.com/tournament/live/arena/-1202---3210216",plamen196565,2024
180,2,arena,blitz,chess,6,1351,14,"https://www.chess.com/tournament/live/arena/--3183172",plamen196565,2024
180,0,arena,blitz,chess,5,1351,17,"https://www.chess.com/tournament/live/arena/-2601----3181860",plamen196565,2024
300,2,arena,blitz,chess960,9,1349,8,"https://www.chess.com/tournament/live/arena/960--2401-3170508",plamen196565,2024
120,1,arena,lightning,chess,5,1427,7,"https://www.chess.com/tournament/live/arena/-2301--3169505",plamen196565,2024
180,0,arena,blitz,chess,7,1351,21,"https://www.chess.com/tournament/live/arena/-2101--3168822",plamen196565,2024
60,1,arena,lightning,chess,7,1427,9,"https://www.chess.com/tournament/live/arena/-1701----3156864",plamen196565,2024
180,0,arena,blitz,chess,4,1351,22,"https://www.chess.com/tournament/live/arena/-1401--3155451",plamen196565,2024
180,2,arena,blitz,chess,7,1351,18,"https://www.chess.com/tournament/live/arena/-1301--3154919",plamen196565,2024
180,2,arena,blitz,chess,4,1351,12,"https://www.chess.com/tournament/live/arena/blitz-32-3142625",plamen196565,2024
300,2,arena,blitz,chess960,3,1349,13,"https://www.chess.com/tournament/live/arena/arena-960-blitz-52-3130668",plamen196565,2024
180,0,arena,blitz,chess,8,1351,7,"https://www.chess.com/tournament/live/arena/-2112--3126282",plamen196565,2023
120,1,arena,lightning,chess,8,1427,2,"https://www.chess.com/tournament/live/arena/-1912--3125611",plamen196565,2023
120,1,arena,lightning,chess,14,1427,8,"https://www.chess.com/tournament/live/arena/arena-bullet-21-3093827",plamen196565,2023
300,2,arena,blitz,chess960,8,1349,12,"https://www.chess.com/tournament/live/arena/arena-960-blitz-52-3093040",plamen196565,2023
600,2,arena,standard,chess,2,1506,13,"https://www.chess.com/tournament/live/arena/arena-102-3058444",plamen196565,2023
600,0,arena,standard,chess,3,1506,10,"https://www.chess.com/tournament/live/arena/rapid-arena-100-3058049",plamen196565,2023
180,0,arena,blitz,chess,11,1351,5,"https://www.chess.com/tournament/live/arena/-2811--3057714",plamen196565,2023
120,1,arena,lightning,chess,6,1427,14,"https://www.chess.com/tournament/live/arena/arena-21-3057307",plamen196565,2023
300,2,arena,blitz,chess,7,1351,9,"https://www.chess.com/tournament/live/arena/arena-52-3045532",plamen196565,2023
180,0,arena,blitz,chess,4,1351,24,"https://www.chess.com/tournament/live/arena/--2111--3045208",plamen196565,2023
180,2,arena,blitz,chess,10,1351,2,"https://www.chess.com/tournament/live/arena/arena-blitz-3032843",plamen196565,2023
180,2,arena,blitz,chess,9,1351,13,"https://www.chess.com/tournament/live/arena/blitz-32-3020311",plamen196565,2023
180,0,arena,blitz,chess,5,1351,13,"https://www.chess.com/tournament/live/arena/---0711-3020052",plamen196565,2023
180,2,arena,blitz,chess,4,1351,20,"https://www.chess.com/tournament/live/arena/-0611-3019707",plamen196565,2023
300,0,arena,blitz,chess,3,1351,9,"https://www.chess.com/tournament/live/arena/---3010-3007023",plamen196565,2023
180,2,arena,blitz,chess960,10,1349,12,"https://www.chess.com/tournament/live/arena/960-arena-2994298",plamen196565,2023
180,2,arena,blitz,chess960,5,1349,9,"https://www.chess.com/tournament/live/arena/960---1910----2982776",plamen196565,2023
600,0,arena,standard,chess,8,1506,7,"https://www.chess.com/tournament/live/arena/rapid-arena-2970218",plamen196565,2023
180,2,arena,blitz,chess960,8,1349,10,"https://www.chess.com/tournament/live/arena/arena-960-2969553",plamen196565,2023
60,1,arena,lightning,chess,11,1427,4,"https://www.chess.com/tournament/live/arena/--0910----2969189",plamen196565,2023
180,0,arena,blitz,chess,11,1351,20,"https://www.chess.com/tournament/live/arena/-0810----2968795",plamen196565,2023
180,0,arena,blitz,chess,8,1351,15,"https://www.chess.com/tournament/live/arena/---0510--2967734",plamen196565,2023
120,1,arena,lightning,chess,3,1427,26,"https://www.chess.com/tournament/live/arena/---0210-2966495",plamen196565,2023
180,2,arena,blitz,chess,10,1351,14,"https://www.chess.com/tournament/live/arena/arena-blitz-32-2955021",plamen196565,2023
180,2,arena,blitz,chess960,8,1349,11,"https://www.chess.com/tournament/live/arena/arena-960-2953925",plamen196565,2023
120,1,arena,lightning,chess960,7,1200,2,"https://www.chess.com/tournament/live/arena/960--2942132",plamen196565,2023
600,0,arena,standard,chess,6,1506,13,"https://www.chess.com/tournament/live/arena/rapid-arena-100-2941669",plamen196565,2023
120,1,arena,lightning,chess,9,1427,2,"https://www.chess.com/tournament/live/arena/--149-2929963",plamen196565,2023
180,2,arena,blitz,chess960,4,1349,15,"https://www.chess.com/tournament/live/arena/arena-960-2928384",plamen196565,2023
180,2,arena,blitz,chess,3,1351,20,"https://www.chess.com/tournament/live/arena/960-arena--2928099",plamen196565,2023
60,0,arena,lightning,chess,6,1427,4,"https://www.chess.com/tournament/live/arena/-318-2904928",plamen196565,2023
180,0,arena,blitz,chess,11,1351,14,"https://www.chess.com/tournament/live/arena/-288--2903830",plamen196565,2023
600,5,arena,standard,chess,8,1506,4,"https://www.chess.com/tournament/live/arena/arena-rapid-105-2892084",plamen196565,2023
180,0,arena,blitz,chess,8,1351,8,"https://www.chess.com/tournament/live/arena/arena-blitz-30-2891836",plamen196565,2023
180,2,arena,blitz,chess960,10,1349,4,"https://www.chess.com/tournament/live/arena/arena-960-blitz-32-2891509",plamen196565,2023
120,1,arena,lightning,chess,10,1427,12,"https://www.chess.com/tournament/live/arena/-208-2891156",plamen196565,2023
60,0,arena,lightning,chess,17,1427,11,"https://www.chess.com/tournament/live/arena/-138--2878578",plamen196565,2023
300,0,arena,blitz,chess,10,1351,2,"https://www.chess.com/tournament/live/arena/-128--2878284",plamen196565,2023
120,1,arena,lightning,chess,7,1427,14,"https://www.chess.com/tournament/live/arena/-78--2866460",plamen196565,2023
300,2,arena,blitz,chess960,11,1349,4,"https://www.chess.com/tournament/live/arena/friendly-2866098",plamen196565,2023
180,0,arena,blitz,chess,4,1351,9,"https://www.chess.com/tournament/live/arena/blitz-arena-2-2865762",plamen196565,2023
600,2,arena,standard,chess,8,1506,4,"https://www.chess.com/tournament/live/arena/summer-rapid-arena-2-2854883",plamen196565,2023
180,2,arena,blitz,chess,3,1351,20,"https://www.chess.com/tournament/live/arena/summer-blitz-arena-2-2854506",plamen196565,2023
120,1,arena,lightning,chess,4,1427,21,"https://www.chess.com/tournament/live/arena/summer-bullet-arena-2854089",plamen196565,2023
600,0,arena,standard,chess,6,1506,9,"https://www.chess.com/tournament/live/arena/summer-rapid-arena-2842326",plamen196565,2023
300,0,arena,blitz,chess,2,1351,23,"https://www.chess.com/tournament/live/arena/summer-blitz-arena-2842010",plamen196565,2023
120,1,arena,lightning,chess,9,1427,24,"https://www.chess.com/tournament/live/arena/summer-bullet-arena-2841710",plamen196565,2023
120,1,arena,lightning,chess,9,1427,2,"https://www.chess.com/tournament/live/arena/---207--2830128",plamen196565,2023
180,0,arena,blitz,chess,5,1351,22,"https://www.chess.com/tournament/live/arena/--187--2829366",plamen196565,2023
180,2,arena,blitz,chess,3,1351,9,"https://www.chess.com/tournament/live/arena/--177-2829042",plamen196565,2023
180,0,arena,blitz,chess,8,1351,10,"https://www.chess.com/tournament/live/arena/-157--2828415",plamen196565,2023
120,1,arena,lightning,chess,5,1427,10,"https://www.chess.com/tournament/live/arena/--137--2817766",plamen196565,2023
600,2,arena,standard,chess,1,1506,23,"https://www.chess.com/tournament/live/arena/---67----2805436",plamen196565,2023
180,2,arena,blitz,chess,10,1351,12,"https://www.chess.com/tournament/live/arena/-47--2804756",plamen196565,2023
180,0,arena,blitz,chess,8,1351,11,"https://www.chess.com/tournament/live/arena/-37--2804468",plamen196565,2023
120,1,arena,lightning,chess,7,1427,14,"https://www.chess.com/tournament/live/arena/-1--2793804",plamen196565,2023
180,0,arena,blitz,chess,2,1351,32,"https://www.chess.com/tournament/live/arena/-29--2783106",plamen196565,2023
120,1,arena,lightning,chess,11,1427,14,"https://www.chess.com/tournament/live/arena/-24--2771320",plamen196565,2023
180,0,arena,blitz,chess,16,1351,4,"https://www.chess.com/tournament/live/arena/---22--2750303",plamen196565,2023
120,1,arena,lightning,chess,6,1427,10,"https://www.chess.com/tournament/live/arena/-20--2749834",plamen196565,2023
120,1,arena,lightning,chess,8,1427,4,"https://www.chess.com/tournament/live/arena/---19-2749432",plamen196565,2023
180,2,arena,blitz,chess,4,1150,13,"https://www.chess.com/tournament/live/arena/-2111-3812089",PND_2010,2024
180,2,arena,blitz,chess,5,1605,12,"https://www.chess.com/tournament/live/arena/-2111-3812089",strqsko,2024
600,0,arena,standard,chess,5,1665,20,"https://www.chess.com/tournament/live/arena/---2011-3810529",strqsko,2024
120,1,arena,lightning,chess,6,1489,10,"https://www.chess.com/tournament/live/arena/--1911-3809763",strqsko,2024
180,2,arena,blitz,chess,13,1605,5,"https://www.chess.com/tournament/live/arena/---1411-3793821",strqsko,2024
600,0,arena,standard,chess,10,1665,2,"https://www.chess.com/tournament/live/arena/---1311-3792569",strqsko,2024
120,1,arena,lightning,chess,9,1489,0,"https://www.chess.com/tournament/live/arena/---1211-3791277",strqsko,2024
300,2,arena,blitz,chess960,11,1362,2,"https://www.chess.com/tournament/live/arena/-960-3786767",strqsko,2024
180,2,arena,blitz,chess,7,1605,2,"https://www.chess.com/tournament/live/arena/---0711-3785965",strqsko,2024
120,1,arena,lightning,chess,3,1489,33,"https://www.chess.com/tournament/live/arena/---0511-3783529",strqsko,2024
300,0,arena,blitz,chess,4,1605,7,"https://www.chess.com/tournament/live/arena/---0411-3782447",strqsko,2024
180,2,arena,blitz,chess,5,1605,11,"https://www.chess.com/tournament/live/arena/---3110-3767651",strqsko,2024
120,1,arena,lightning,chess,7,1489,14,"https://www.chess.com/tournament/live/arena/---2910-3765317",strqsko,2024
300,0,arena,blitz,chess,2,1605,18,"https://www.chess.com/tournament/live/arena/---2810-3764485",strqsko,2024
300,2,arena,blitz,chess960,13,1362,0,"https://www.chess.com/tournament/live/arena/960--3760799",strqsko,2024
180,2,arena,blitz,chess,4,1605,10,"https://www.chess.com/tournament/live/arena/---2410-3759881",strqsko,2024
600,0,swiss,standard,chess,6,1665,0,"https://www.chess.com/tournament/live/---2310-5172025",strqsko,2024
600,0,swiss,standard,chess,5,1665,1,"https://www.chess.com/tournament/live/---1007-4903283",strqsko,2024
600,2,swiss,standard,chess,2,1665,2,"https://www.chess.com/tournament/live/-4800075",strqsko,2024
180,2,arena,blitz,chess,4,1605,13,"https://www.chess.com/tournament/live/arena/blitz-32-3734481",strqsko,2024
300,2,arena,blitz,chess960,4,1362,7,"https://www.chess.com/tournament/live/arena/-960---1010-3723775",strqsko,2024
120,1,arena,lightning,chess,5,1489,15,"https://www.chess.com/tournament/live/arena/---0810-3721133",strqsko,2024
300,0,arena,blitz,chess,2,1605,12,"https://www.chess.com/tournament/live/arena/---0710-3720109",strqsko,2024
180,2,arena,blitz,chess960,4,1362,9,"https://www.chess.com/tournament/live/arena/-960---0210-3705271",strqsko,2024
180,2,arena,blitz,chess,5,1605,3,"https://www.chess.com/tournament/live/arena/--0210-3704325",strqsko,2024
120,1,arena,lightning,chess,10,1489,2,"https://www.chess.com/tournament/live/arena/---0110-3702633",strqsko,2024
600,0,arena,standard,chess,5,1665,8,"https://www.chess.com/tournament/live/arena/---2609-3696521",strqsko,2024
180,2,arena,blitz,chess,7,1605,2,"https://www.chess.com/tournament/live/arena/---2509-3695297",strqsko,2024
120,1,arena,lightning,chess,5,1489,20,"https://www.chess.com/tournament/live/arena/---1607-3530143",strqsko,2024
120,1,arena,lightning,chess,11,1489,0,"https://www.chess.com/tournament/live/arena/---0907-3513521",strqsko,2024
300,0,arena,blitz,chess,8,1605,4,"https://www.chess.com/tournament/live/arena/---0807-3512445",strqsko,2024
300,2,arena,blitz,chess960,4,1362,9,"https://www.chess.com/tournament/live/arena/-960-3509533",strqsko,2024
120,1,arena,lightning,chess,6,1489,13,"https://www.chess.com/tournament/live/arena/-0207-3496767",strqsko,2024
300,2,arena,blitz,chess960,4,1362,11,"https://www.chess.com/tournament/live/arena/-960-3492607",strqsko,2024
300,0,arena,blitz,chess,3,1605,12,"https://www.chess.com/tournament/live/arena/-2406-3479083",strqsko,2024
600,5,arena,standard,chess960,4,800,9,"https://www.chess.com/tournament/live/arena/-960-3476079",strqsko,2024
120,1,arena,lightning,chess,8,1489,10,"https://www.chess.com/tournament/live/arena/-1806-3463257",strqsko,2024
300,2,arena,blitz,chess960,2,1362,17,"https://www.chess.com/tournament/live/arena/-960-3448705",strqsko,2024
180,2,arena,blitz,chess,2,1605,31,"https://www.chess.com/tournament/live/arena/-3005-3420358",strqsko,2024
300,0,arena,blitz,chess,9,1605,3,"https://www.chess.com/tournament/live/arena/-2905-3420274",strqsko,2024
120,1,arena,lightning,chess,8,1489,15,"https://www.chess.com/tournament/live/arena/--2705-3420271",strqsko,2024
300,2,arena,blitz,chess960,3,1362,13,"https://www.chess.com/tournament/live/arena/-960-3419991",strqsko,2024
300,0,arena,blitz,chess,3,1605,17,"https://www.chess.com/tournament/live/arena/-2005-3406893",strqsko,2024
180,2,arena,blitz,chess,6,1605,11,"https://www.chess.com/tournament/live/arena/-1605-3395125",strqsko,2024
300,0,arena,blitz,chess,5,1605,16,"https://www.chess.com/tournament/live/arena/-0605-3380228",strqsko,2024
180,2,arena,blitz,chess,5,1605,13,"https://www.chess.com/tournament/live/arena/-0205-3378213",strqsko,2024
180,2,arena,blitz,chess,2,1605,15,"https://www.chess.com/tournament/live/arena/--3004-3377340",strqsko,2024
120,1,arena,lightning,chess,5,1489,16,"https://www.chess.com/tournament/live/arena/-3004-3377225",strqsko,2024
600,5,arena,standard,chess960,12,800,2,"https://www.chess.com/tournament/live/arena/arena-960-rapid-3328380",strqsko,2024
180,2,arena,blitz,chess,6,1355,7,"https://www.chess.com/tournament/live/arena/-2111-3812089",NADAL-2013,2024
300,0,arena,blitz,chess,11,1355,0,"https://www.chess.com/tournament/live/arena/---2810-3764485",NADAL-2013,2024
180,2,arena,blitz,chess,6,1355,2,"https://www.chess.com/tournament/live/arena/--1107-3515453",NADAL-2013,2024
300,2,arena,blitz,chess960,10,1321,0,"https://www.chess.com/tournament/live/arena/-960-3509533",NADAL-2013,2024
300,0,arena,blitz,chess,10,1355,2,"https://www.chess.com/tournament/live/arena/---0107-3495693",NADAL-2013,2024
180,2,arena,blitz,chess,12,1355,0,"https://www.chess.com/tournament/live/arena/---2706-3481849",NADAL-2013,2024
