base_time_seconds, increment, event_type, game_time_class, game_type, rank, rating, score, url, user, year
300,0,swiss,blitz,chess,14,1857,0,"https://www.chess.com/tournament/live/--57-4146050",KrasimirPirev,2023
180,0,swiss,blitz,chess,8,1857,2,"https://www.chess.com/tournament/live/-21-4089198",KrasimirPirev,2023
300,2,swiss,blitz,chess,10,1857,2,"https://www.chess.com/tournament/live/---17-4087059",KrasimirPirev,2023
120,1,swiss,lightning,chess,3,1627,3,"https://www.chess.com/tournament/live/-17-4087058",KrasimirPirev,2023
120,1,swiss,lightning,chess,16,1627,3,"https://www.chess.com/tournament/live/-15-4086543",KrasimirPirev,2023
180,0,swiss,blitz,chess,9,1857,4,"https://www.chess.com/tournament/live/swiss-3-1-4074786",KrasimirPirev,2023
120,1,swiss,lightning,chess,9,1627,2,"https://www.chess.com/tournament/live/-14-2-4075724",KrasimirPirev,2023
120,1,swiss,lightning,chess,2,1627,5,"https://www.chess.com/tournament/live/-14-4075481",KrasimirPirev,2023
120,1,swiss,lightning,chess,19,1627,0,"https://www.chess.com/tournament/live/-21-4075069",KrasimirPirev,2023
120,1,swiss,lightning,chess,1,1627,6,"https://www.chess.com/tournament/live/-4060750",KrasimirPirev,2023
120,1,arena,lightning,chess,7,1627,2,"https://www.chess.com/tournament/live/arena/-2910-3006620",KrasimirPirev,2023
180,2,arena,blitz,chess960,15,1612,2,"https://www.chess.com/tournament/live/arena/960-arena-2994298",KrasimirPirev,2023
60,0,arena,lightning,chess,6,1627,16,"https://www.chess.com/tournament/live/arena/arena-bullet-2969953",KrasimirPirev,2023
180,2,arena,blitz,chess960,17,1612,2,"https://www.chess.com/tournament/live/arena/arena-960-2969553",KrasimirPirev,2023
60,1,arena,lightning,chess,6,1627,22,"https://www.chess.com/tournament/live/arena/--0910----2969189",KrasimirPirev,2023
180,0,arena,blitz,chess,22,1857,2,"https://www.chess.com/tournament/live/arena/-0810----2968795",KrasimirPirev,2023
180,0,arena,blitz,chess,14,1857,1,"https://www.chess.com/tournament/live/arena/---0510--2967734",KrasimirPirev,2023
120,1,arena,lightning,chess,12,1627,2,"https://www.chess.com/tournament/live/arena/---0210-2966495",KrasimirPirev,2023
180,2,arena,blitz,chess960,12,1612,5,"https://www.chess.com/tournament/live/arena/arena-960-2953925",KrasimirPirev,2023
120,1,arena,lightning,chess960,6,1200,2,"https://www.chess.com/tournament/live/arena/960--2942132",KrasimirPirev,2023
60,1,arena,lightning,chess,11,1627,0,"https://www.chess.com/tournament/live/arena/bullet-11-2940308",KrasimirPirev,2023
180,2,arena,blitz,chess,17,1857,0,"https://www.chess.com/tournament/live/arena/arena-blitz-2929572",KrasimirPirev,2023
180,2,arena,blitz,chess960,15,1612,2,"https://www.chess.com/tournament/live/arena/arena-960-2928384",KrasimirPirev,2023
60,1,arena,lightning,chess,16,1627,0,"https://www.chess.com/tournament/live/arena/arena-11-2927784",KrasimirPirev,2023
60,0,arena,lightning,chess,3,1627,21,"https://www.chess.com/tournament/live/arena/-318-2904928",KrasimirPirev,2023
180,0,arena,blitz,chess,17,1857,4,"https://www.chess.com/tournament/live/arena/-288--2903830",KrasimirPirev,2023
180,2,arena,blitz,chess,13,1857,1,"https://www.chess.com/tournament/live/arena/-258-1600-2902798",KrasimirPirev,2023
180,0,arena,blitz,chess,15,1857,0,"https://www.chess.com/tournament/live/arena/arena-blitz-30-2891836",KrasimirPirev,2023
120,1,arena,lightning,chess,14,1627,0,"https://www.chess.com/tournament/live/arena/-208-2891156",KrasimirPirev,2023
300,2,arena,blitz,chess,13,1857,0,"https://www.chess.com/tournament/live/arena/blitz-arena-1808-2890415",KrasimirPirev,2023
180,2,arena,blitz,chess,14,1857,0,"https://www.chess.com/tournament/live/arena/arena-summer-1608-2879694",KrasimirPirev,2023
60,0,arena,lightning,chess,5,1627,56,"https://www.chess.com/tournament/live/arena/-138--2878578",KrasimirPirev,2023
300,0,arena,blitz,chess,7,1857,2,"https://www.chess.com/tournament/live/arena/-128--2878284",KrasimirPirev,2023
120,1,arena,lightning,chess,13,1627,5,"https://www.chess.com/tournament/live/arena/-78--2866460",KrasimirPirev,2023
300,2,arena,blitz,chess960,12,1612,3,"https://www.chess.com/tournament/live/arena/friendly-2866098",KrasimirPirev,2023
180,0,arena,blitz,chess,5,1857,7,"https://www.chess.com/tournament/live/arena/blitz-arena-2-2865762",KrasimirPirev,2023
180,2,arena,blitz,chess,19,1857,2,"https://www.chess.com/tournament/live/arena/summer-arena-blitz-2865337",KrasimirPirev,2023
120,1,arena,lightning,chess,10,1627,2,"https://www.chess.com/tournament/live/arena/summer-bullet-arena-2854089",KrasimirPirev,2023
600,0,arena,standard,chess,16,1664,5,"https://www.chess.com/tournament/live/arena/summer-rapid-arena-2842326",KrasimirPirev,2023
180,0,arena,blitz,chess,7,1857,17,"https://www.chess.com/tournament/live/arena/--187--2829366",KrasimirPirev,2023
180,2,arena,blitz,chess,14,1857,0,"https://www.chess.com/tournament/live/arena/---147-2828059",KrasimirPirev,2023
120,1,arena,lightning,chess,7,1627,4,"https://www.chess.com/tournament/live/arena/--137--2817766",KrasimirPirev,2023
120,1,arena,lightning,chess,15,1627,0,"https://www.chess.com/tournament/live/arena/-77----2815761",KrasimirPirev,2023
600,2,arena,standard,chess,12,1664,0,"https://www.chess.com/tournament/live/arena/---67----2805436",KrasimirPirev,2023
180,2,arena,blitz,chess,7,1857,16,"https://www.chess.com/tournament/live/arena/-47--2804756",KrasimirPirev,2023
180,0,arena,blitz,chess,16,1857,0,"https://www.chess.com/tournament/live/arena/-37--2804468",KrasimirPirev,2023
120,1,arena,lightning,chess,8,1627,13,"https://www.chess.com/tournament/live/arena/-1--2793804",KrasimirPirev,2023
180,0,arena,blitz,chess,12,1857,5,"https://www.chess.com/tournament/live/arena/-29--2783106",KrasimirPirev,2023
120,1,arena,lightning,chess,10,1627,16,"https://www.chess.com/tournament/live/arena/-28--2782710",KrasimirPirev,2023
120,1,arena,lightning,chess,6,1627,35,"https://www.chess.com/tournament/live/arena/-24--2771320",KrasimirPirev,2023
180,2,arena,blitz,chess,17,1857,0,"https://www.chess.com/tournament/live/arena/---23--2770894",KrasimirPirev,2023
180,0,arena,blitz,chess,17,1857,2,"https://www.chess.com/tournament/live/arena/---22--2750303",KrasimirPirev,2023
120,1,arena,lightning,chess,12,1627,2,"https://www.chess.com/tournament/live/arena/-20--2749834",KrasimirPirev,2023
120,1,arena,lightning,chess,12,1627,0,"https://www.chess.com/tournament/live/arena/---19-2749432",KrasimirPirev,2023
300,2,swiss,blitz,chess,2,2240,4,"https://www.chess.com/tournament/live/-1810-4335989",pianata-majmuna,2023
300,0,swiss,blitz,chess,1,2240,6,"https://www.chess.com/tournament/live/--57-4146050",pianata-majmuna,2023
300,0,swiss,blitz,chess,1,2240,4,"https://www.chess.com/tournament/live/-30-4133525",pianata-majmuna,2023
120,1,swiss,lightning,chess,1,2306,3,"https://www.chess.com/tournament/live/-26-4111567",pianata-majmuna,2023
180,2,swiss,blitz,chess,1,2240,8,"https://www.chess.com/tournament/live/-26-4111487",pianata-majmuna,2023
180,2,swiss,blitz,chess,2,2240,5,"https://www.chess.com/tournament/live/-19-4088131",pianata-majmuna,2023
180,0,swiss,blitz,chess,1,2240,6,"https://www.chess.com/tournament/live/---15-4086548",pianata-majmuna,2023
120,1,swiss,lightning,chess,2,2306,5,"https://www.chess.com/tournament/live/-15-4086543",pianata-majmuna,2023
120,1,swiss,lightning,chess,1,2306,5,"https://www.chess.com/tournament/live/-4046057",pianata-majmuna,2023
120,1,arena,lightning,chess,7,2306,17,"https://www.chess.com/tournament/live/arena/arena-bullet-21-3093827",pianata-majmuna,2023
600,0,arena,standard,chess,1,2168,23,"https://www.chess.com/tournament/live/arena/rapid-arena-100-3058049",pianata-majmuna,2023
180,0,arena,blitz,chess,4,2240,26,"https://www.chess.com/tournament/live/arena/-2811--3057714",pianata-majmuna,2023
300,2,arena,blitz,chess,1,2240,31,"https://www.chess.com/tournament/live/arena/arena-52-3045532",pianata-majmuna,2023
180,0,arena,blitz,chess,2,2240,40,"https://www.chess.com/tournament/live/arena/--2111--3045208",pianata-majmuna,2023
180,2,arena,blitz,chess,1,2240,21,"https://www.chess.com/tournament/live/arena/arena-blitz-3032843",pianata-majmuna,2023
120,1,arena,lightning,chess,8,2306,9,"https://www.chess.com/tournament/live/arena/--1011-3031083",pianata-majmuna,2023
180,2,arena,blitz,chess,2,2240,43,"https://www.chess.com/tournament/live/arena/-0611-3019707",pianata-majmuna,2023
120,1,arena,lightning,chess,1,2306,92,"https://www.chess.com/tournament/live/arena/bullet-arena-3018509",pianata-majmuna,2023
180,2,arena,blitz,chess,1,2240,64,"https://www.chess.com/tournament/live/arena/-32-3005768",pianata-majmuna,2023
180,2,arena,blitz,chess960,1,1887,54,"https://www.chess.com/tournament/live/arena/arena-960-2981333",pianata-majmuna,2023
60,0,arena,lightning,chess,1,2306,127,"https://www.chess.com/tournament/live/arena/arena-bullet-2969953",pianata-majmuna,2023
180,2,arena,blitz,chess960,1,1887,39,"https://www.chess.com/tournament/live/arena/arena-960-2969553",pianata-majmuna,2023
180,0,arena,blitz,chess,2,2240,73,"https://www.chess.com/tournament/live/arena/-0810----2968795",pianata-majmuna,2023
180,2,arena,blitz,chess960,3,1887,29,"https://www.chess.com/tournament/live/arena/arena-960-2953925",pianata-majmuna,2023
600,0,arena,standard,chess,1,2168,41,"https://www.chess.com/tournament/live/arena/rapid-arena-100-2941669",pianata-majmuna,2023
60,1,arena,lightning,chess,4,2306,17,"https://www.chess.com/tournament/live/arena/bullet-11-2940308",pianata-majmuna,2023
120,1,arena,lightning,chess,8,2306,2,"https://www.chess.com/tournament/live/arena/--149-2929963",pianata-majmuna,2023
180,2,arena,blitz,chess,2,2240,37,"https://www.chess.com/tournament/live/arena/arena-blitz-2929572",pianata-majmuna,2023
60,1,arena,lightning,chess,1,2306,80,"https://www.chess.com/tournament/live/arena/arena-11-2927784",pianata-majmuna,2023
180,0,arena,blitz,chess,1,2240,65,"https://www.chess.com/tournament/live/arena/-288--2903830",pianata-majmuna,2023
180,2,arena,blitz,chess,1,2240,56,"https://www.chess.com/tournament/live/arena/-258-1600-2902798",pianata-majmuna,2023
180,2,arena,blitz,chess960,1,1887,51,"https://www.chess.com/tournament/live/arena/arena-960-blitz-32-2891509",pianata-majmuna,2023
120,1,arena,lightning,chess,1,2306,103,"https://www.chess.com/tournament/live/arena/-208-2891156",pianata-majmuna,2023
300,2,arena,blitz,chess,1,2240,33,"https://www.chess.com/tournament/live/arena/blitz-arena-1808-2890415",pianata-majmuna,2023
180,2,arena,blitz,chess,1,2240,32,"https://www.chess.com/tournament/live/arena/arena-summer-1608-2879694",pianata-majmuna,2023
60,0,arena,lightning,chess,1,2306,175,"https://www.chess.com/tournament/live/arena/-138--2878578",pianata-majmuna,2023
300,0,arena,blitz,chess,1,2240,35,"https://www.chess.com/tournament/live/arena/-128--2878284",pianata-majmuna,2023
120,1,arena,lightning,chess,1,2306,85,"https://www.chess.com/tournament/live/arena/-78--2866460",pianata-majmuna,2023
300,2,arena,blitz,chess960,3,1887,23,"https://www.chess.com/tournament/live/arena/friendly-2866098",pianata-majmuna,2023
180,0,arena,blitz,chess,1,2240,27,"https://www.chess.com/tournament/live/arena/blitz-arena-2-2865762",pianata-majmuna,2023
180,2,arena,blitz,chess,1,2240,49,"https://www.chess.com/tournament/live/arena/summer-arena-blitz-2865337",pianata-majmuna,2023
180,2,arena,blitz,chess,5,2240,18,"https://www.chess.com/tournament/live/arena/-47--2804756",pianata-majmuna,2023
120,1,arena,lightning,chess,2,2306,21,"https://www.chess.com/tournament/live/arena/-30--2793483",pianata-majmuna,2023
180,0,arena,blitz,chess,1,2240,45,"https://www.chess.com/tournament/live/arena/-29--2783106",pianata-majmuna,2023
120,1,arena,lightning,chess,1,2306,88,"https://www.chess.com/tournament/live/arena/-28--2782710",pianata-majmuna,2023
180,2,arena,blitz,chess,2,2240,26,"https://www.chess.com/tournament/live/arena/---23--2770894",pianata-majmuna,2023
120,1,arena,lightning,chess,1,2306,41,"https://www.chess.com/tournament/live/arena/---19-2749432",pianata-majmuna,2023
300,2,swiss,blitz,chess,7,1280,2,"https://www.chess.com/tournament/live/-1810-4335989",Shivachev9,2023
180,0,arena,blitz,chess,26,1280,0,"https://www.chess.com/tournament/live/arena/-0810----2968795",Shivachev9,2023
300,2,swiss,blitz,chess,13,1816,3,"https://www.chess.com/tournament/live/-1810-4335989",sukablqt,2023
180,2,arena,blitz,chess,7,1816,21,"https://www.chess.com/tournament/live/arena/arena-blitz-32-2955021",sukablqt,2023
180,2,arena,blitz,chess,18,1816,0,"https://www.chess.com/tournament/live/arena/arena-blitz-32-2942444",sukablqt,2023
300,0,swiss,blitz,chess,13,1356,2,"https://www.chess.com/tournament/live/-0310--4319150",aleks1414,2023
600,0,swiss,standard,chess,2,1544,2,"https://www.chess.com/tournament/live/-27-4122034",aleks1414,2023
180,2,swiss,blitz,chess,15,1356,3,"https://www.chess.com/tournament/live/-26-4111487",aleks1414,2023
180,2,swiss,blitz,chess,21,1356,1,"https://www.chess.com/tournament/live/-19-4088131",aleks1414,2023
300,2,swiss,blitz,chess,8,1356,2,"https://www.chess.com/tournament/live/---17-4087059",aleks1414,2023
120,1,swiss,lightning,chess,6,1152,2,"https://www.chess.com/tournament/live/-17-4087058",aleks1414,2023
180,0,swiss,blitz,chess,10,1356,2,"https://www.chess.com/tournament/live/---15-4086548",aleks1414,2023
180,0,swiss,blitz,chess,22,1356,1,"https://www.chess.com/tournament/live/swiss-3-1-4074786",aleks1414,2023
120,1,swiss,lightning,chess,16,1152,2,"https://www.chess.com/tournament/live/-14-4075481",aleks1414,2023
120,1,swiss,lightning,chess,6,1152,4,"https://www.chess.com/tournament/live/-21-4075069",aleks1414,2023
180,2,swiss,blitz,chess,4,1356,1,"https://www.chess.com/tournament/live/-1600-4062766",aleks1414,2023
120,1,swiss,lightning,chess,13,1152,1,"https://www.chess.com/tournament/live/swiss-21-1-4061276",aleks1414,2023
120,1,swiss,lightning,chess,8,1152,4,"https://www.chess.com/tournament/live/-4060750",aleks1414,2023
180,2,arena,blitz,chess,14,1356,5,"https://www.chess.com/tournament/live/arena/arena-blitz-32-2955021",aleks1414,2023
600,0,arena,standard,chess,20,1544,0,"https://www.chess.com/tournament/live/arena/rapid-arena-100-2941669",aleks1414,2023
120,1,arena,lightning,chess,18,1152,0,"https://www.chess.com/tournament/live/arena/summer-bullet-arena-2841710",aleks1414,2023
180,0,arena,blitz,chess,15,1356,0,"https://www.chess.com/tournament/live/arena/--187--2829366",aleks1414,2023
180,2,arena,blitz,chess,9,1356,2,"https://www.chess.com/tournament/live/arena/--177-2829042",aleks1414,2023
120,1,arena,lightning,chess,13,1152,0,"https://www.chess.com/tournament/live/arena/-1--2793804",aleks1414,2023
120,1,arena,lightning,chess,7,1152,5,"https://www.chess.com/tournament/live/arena/---19-2749432",aleks1414,2023
300,0,swiss,blitz,chess,18,892,1,"https://www.chess.com/tournament/live/-0310--4319150",Aquarius126,2023
300,0,swiss,blitz,chess,20,986,0,"https://www.chess.com/tournament/live/-0310--4319150",PrestonPackard,2023
300,0,swiss,blitz,chess,13,986,1,"https://www.chess.com/tournament/live/--57-4146050",PrestonPackard,2023
300,2,swiss,blitz,chess,13,986,0,"https://www.chess.com/tournament/live/---17-4087059",PrestonPackard,2023
120,1,swiss,lightning,chess,7,1116,2,"https://www.chess.com/tournament/live/-17-4087058",PrestonPackard,2023
120,1,swiss,lightning,chess,17,1116,1,"https://www.chess.com/tournament/live/-21-4075069",PrestonPackard,2023
180,2,swiss,blitz,chess,3,986,2,"https://www.chess.com/tournament/live/-1600-4062766",PrestonPackard,2023
120,1,swiss,lightning,chess,16,1116,3,"https://www.chess.com/tournament/live/-4060750",PrestonPackard,2023
120,1,arena,lightning,chess,14,1116,0,"https://www.chess.com/tournament/live/arena/bullet-arena-3018509",PrestonPackard,2023
180,2,arena,blitz,chess,10,986,6,"https://www.chess.com/tournament/live/arena/blitz-arena-3008061",PrestonPackard,2023
180,2,arena,blitz,chess960,23,1195,0,"https://www.chess.com/tournament/live/arena/arena-960-2981333",PrestonPackard,2023
600,0,arena,standard,chess,12,1281,2,"https://www.chess.com/tournament/live/arena/rapid-arena-2970218",PrestonPackard,2023
180,0,arena,blitz,chess,18,986,6,"https://www.chess.com/tournament/live/arena/-0810----2968795",PrestonPackard,2023
180,0,arena,blitz,chess,17,986,0,"https://www.chess.com/tournament/live/arena/---0510--2967734",PrestonPackard,2023
180,2,arena,blitz,chess,22,986,0,"https://www.chess.com/tournament/live/arena/arena-blitz-32-2955021",PrestonPackard,2023
180,2,arena,blitz,chess960,14,1195,2,"https://www.chess.com/tournament/live/arena/arena-960-2953925",PrestonPackard,2023
180,2,arena,blitz,chess,11,986,7,"https://www.chess.com/tournament/live/arena/arena-blitz-32-2942444",PrestonPackard,2023
120,1,arena,lightning,chess960,10,1200,0,"https://www.chess.com/tournament/live/arena/960--2942132",PrestonPackard,2023
600,0,arena,standard,chess,20,1281,0,"https://www.chess.com/tournament/live/arena/rapid-arena-100-2941669",PrestonPackard,2023
120,1,arena,lightning,chess,10,1116,0,"https://www.chess.com/tournament/live/arena/--149-2929963",PrestonPackard,2023
180,2,arena,blitz,chess,15,986,2,"https://www.chess.com/tournament/live/arena/arena-blitz-2929572",PrestonPackard,2023
180,2,arena,blitz,chess960,11,1195,5,"https://www.chess.com/tournament/live/arena/arena-960-2928384",PrestonPackard,2023
60,0,arena,lightning,chess,9,1116,0,"https://www.chess.com/tournament/live/arena/-318-2904928",PrestonPackard,2023
600,5,arena,standard,chess,13,1281,0,"https://www.chess.com/tournament/live/arena/arena-rapid-105-2892084",PrestonPackard,2023
180,0,arena,blitz,chess,14,986,0,"https://www.chess.com/tournament/live/arena/arena-blitz-30-2891836",PrestonPackard,2023
180,2,arena,blitz,chess960,7,1195,11,"https://www.chess.com/tournament/live/arena/arena-960-blitz-32-2891509",PrestonPackard,2023
180,0,arena,blitz,chess,14,986,2,"https://www.chess.com/tournament/live/arena/--187--2829366",PrestonPackard,2023
180,0,arena,blitz,chess,11,986,2,"https://www.chess.com/tournament/live/arena/-157--2828415",PrestonPackard,2023
180,2,arena,blitz,chess,10,986,3,"https://www.chess.com/tournament/live/arena/---147-2828059",PrestonPackard,2023
180,0,arena,blitz,chess,15,986,0,"https://www.chess.com/tournament/live/arena/-29--2783106",PrestonPackard,2023
120,1,arena,lightning,chess,16,1116,11,"https://www.chess.com/tournament/live/arena/-28--2782710",PrestonPackard,2023
300,0,swiss,blitz,chess,21,868,0,"https://www.chess.com/tournament/live/-0310--4319150",NedyalkoShumen,2023
120,1,arena,lightning,chess,19,752,0,"https://www.chess.com/tournament/live/arena/--2705-3420271",NedyalkoShumen,2024
120,1,arena,lightning,chess,14,752,0,"https://www.chess.com/tournament/live/arena/-1604-3340456",NedyalkoShumen,2024
180,0,arena,blitz,chess,24,868,0,"https://www.chess.com/tournament/live/arena/-0810----2968795",NedyalkoShumen,2023
180,2,arena,blitz,chess,13,868,0,"https://www.chess.com/tournament/live/arena/---147-2828059",NedyalkoShumen,2023
300,0,swiss,blitz,chess,22,2400,1,"https://www.chess.com/tournament/live/-0310--4319150",DeepClassRecords,2023
120,1,arena,lightning,chess,10,2404,2,"https://www.chess.com/tournament/live/arena/---19-2749432",DeepClassRecords,2023
300,0,swiss,blitz,chess,23,1351,1,"https://www.chess.com/tournament/live/-0310--4319150",dar1979,2023
300,0,swiss,blitz,chess,12,1212,2,"https://www.chess.com/tournament/live/--57-4146050",simbata961,2023
300,0,swiss,blitz,chess,3,1212,4,"https://www.chess.com/tournament/live/-25-4111037",simbata961,2023
600,0,swiss,standard,chess,8,1560,0,"https://www.chess.com/tournament/live/-20-4088612",simbata961,2023
180,0,swiss,blitz,chess,5,1212,3,"https://www.chess.com/tournament/live/---15-4086548",simbata961,2023
180,2,arena,blitz,chess,19,1212,1,"https://www.chess.com/tournament/live/arena/blitz-32-3020311",simbata961,2023
300,0,arena,blitz,chess,8,1212,0,"https://www.chess.com/tournament/live/arena/---3010-3007023",simbata961,2023
120,1,arena,lightning,chess,8,1280,1,"https://www.chess.com/tournament/live/arena/-2910-3006620",simbata961,2023
180,2,arena,blitz,chess,7,1212,4,"https://www.chess.com/tournament/live/arena/arena-summer-1608-2879694",simbata961,2023
60,0,arena,lightning,chess,9,1280,25,"https://www.chess.com/tournament/live/arena/-138--2878578",simbata961,2023
180,0,arena,blitz,chess,7,1212,1,"https://www.chess.com/tournament/live/arena/blitz-arena-2-2865762",simbata961,2023
180,2,arena,blitz,chess,17,1212,4,"https://www.chess.com/tournament/live/arena/summer-arena-blitz-2865337",simbata961,2023
600,2,arena,standard,chess,9,1560,2,"https://www.chess.com/tournament/live/arena/summer-rapid-arena-2-2854883",simbata961,2023
180,2,arena,blitz,chess,9,1212,2,"https://www.chess.com/tournament/live/arena/--177-2829042",simbata961,2023
180,2,arena,blitz,chess,12,1212,2,"https://www.chess.com/tournament/live/arena/---147-2828059",simbata961,2023
120,1,arena,lightning,chess,6,1280,5,"https://www.chess.com/tournament/live/arena/--137--2817766",simbata961,2023
120,1,arena,lightning,chess,10,1280,10,"https://www.chess.com/tournament/live/arena/-77----2815761",simbata961,2023
600,2,arena,standard,chess,14,1560,0,"https://www.chess.com/tournament/live/arena/---67----2805436",simbata961,2023
180,2,arena,blitz,chess,14,1212,2,"https://www.chess.com/tournament/live/arena/-47--2804756",simbata961,2023
120,1,arena,lightning,chess,11,1280,7,"https://www.chess.com/tournament/live/arena/-1--2793804",simbata961,2023
300,0,swiss,blitz,chess,10,1189,0,"https://www.chess.com/tournament/live/-30-4133525",MoldyBurnAcc,2023
300,0,arena,blitz,chess,7,1822,5,"https://www.chess.com/tournament/live/arena/-2406-3479083",sokoleto7,2024
600,5,arena,standard,chess960,9,1600,0,"https://www.chess.com/tournament/live/arena/-960-3476977",Sedea1,2024
300,0,arena,blitz,chess,12,1122,0,"https://www.chess.com/tournament/live/arena/-2905-3420274",Sedea1,2024
120,1,arena,lightning,chess,14,943,3,"https://www.chess.com/tournament/live/arena/--2705-3420271",Sedea1,2024
120,1,arena,lightning,chess,12,943,6,"https://www.chess.com/tournament/live/arena/-2105-3407354",Sedea1,2024
300,2,arena,blitz,chess,14,1122,3,"https://www.chess.com/tournament/live/arena/-2204-3363389",Sedea1,2024
180,2,arena,blitz,chess,13,1122,11,"https://www.chess.com/tournament/live/arena/-1804-3341362",Sedea1,2024
600,5,arena,standard,chess960,10,800,0,"https://www.chess.com/tournament/live/arena/-960-3476977",PeturPetrovLon,2024
300,0,arena,blitz,chess,12,860,0,"https://www.chess.com/tournament/live/arena/-0605-3380228",PeturPetrovLon,2024
600,5,arena,standard,chess960,10,800,2,"https://www.chess.com/tournament/live/arena/-960-3476079",miroslavmir,2024
180,2,arena,blitz,chess,4,1594,9,"https://www.chess.com/tournament/live/arena/-1306-3448667",miroslavmir,2024
300,0,arena,blitz,chess,7,1594,6,"https://www.chess.com/tournament/live/arena/-1006-3447298",miroslavmir,2024
300,2,arena,blitz,chess960,10,823,0,"https://www.chess.com/tournament/live/arena/-960-3448705",zlostera,2024
120,1,arena,lightning,chess,10,1064,2,"https://www.chess.com/tournament/live/arena/-0406-3434338",zlostera,2024
180,2,arena,blitz,chess,6,2249,7,"https://www.chess.com/tournament/live/arena/-1306-3448667",Bessarabets,2024
300,2,arena,blitz,chess,4,2249,19,"https://www.chess.com/tournament/live/arena/-2204-3363389",Bessarabets,2024
180,2,arena,blitz,chess960,3,1710,16,"https://www.chess.com/tournament/live/arena/960---2903-3302274",Bessarabets,2024
180,2,arena,blitz,chess,8,1223,2,"https://www.chess.com/tournament/live/arena/-1306-3448667",4o4o23,2024
180,2,arena,blitz,chess,12,949,0,"https://www.chess.com/tournament/live/arena/-3005-3420358",alexanderpanajotov,2024
300,0,arena,blitz,chess,10,1641,2,"https://www.chess.com/tournament/live/arena/-2905-3420274",asfasas,2024
300,0,arena,blitz,chess,11,1641,0,"https://www.chess.com/tournament/live/arena/-0605-3380228",asfasas,2024
120,1,arena,lightning,chess,9,1515,14,"https://www.chess.com/tournament/live/arena/--2705-3420271",ValentinCrypto,2024
120,1,arena,lightning,chess,11,1468,6,"https://www.chess.com/tournament/live/arena/--2705-3420271",Nakata02,2024
120,1,arena,lightning,chess,16,,0,"https://www.chess.com/tournament/live/arena/--2705-3420271",tonyfromvarna,2024
120,1,arena,lightning,chess,17,244,0,"https://www.chess.com/tournament/live/arena/--2705-3420271",Victory_a7,2024
300,2,arena,blitz,chess960,11,790,2,"https://www.chess.com/tournament/live/arena/--960-3405652",Victory_a7,2024
180,2,arena,blitz,chess,9,1157,4,"https://www.chess.com/tournament/live/arena/-2305-3408515",Petar1878,2024
600,0,arena,standard,chess,10,1377,2,"https://www.chess.com/tournament/live/arena/-100-3304795",Petar1878,2024
180,0,arena,blitz,chess960,14,1495,0,"https://www.chess.com/tournament/live/arena/---1905-3406629",VivoMink,2024
180,0,arena,blitz,chess960,14,1277,0,"https://www.chess.com/tournament/live/arena/---1905-3406629",balaklia,2024
120,1,swiss,lightning,chess,19,1382,0,"https://www.chess.com/tournament/live/-14-4075481",balaklia,2023
300,2,arena,blitz,chess960,13,1277,3,"https://www.chess.com/tournament/live/arena/friendly-2866098",balaklia,2023
120,1,arena,lightning,chess,18,1382,2,"https://www.chess.com/tournament/live/arena/-24--2771320",balaklia,2023
180,0,arena,blitz,chess960,15,1111,0,"https://www.chess.com/tournament/live/arena/---1905-3406629",Kalaton,2024
180,2,swiss,blitz,chess,4,1972,6,"https://www.chess.com/tournament/live/-26-4111487",BORIS0301,2023
180,2,swiss,blitz,chess,22,1527,1,"https://www.chess.com/tournament/live/-26-4111487",Sheksito,2023
300,0,swiss,blitz,chess,6,1527,3,"https://www.chess.com/tournament/live/-25-4111037",Sheksito,2023
180,0,swiss,blitz,chess,4,1527,3,"https://www.chess.com/tournament/live/-21-4089198",Sheksito,2023
600,0,swiss,standard,chess,4,1399,2,"https://www.chess.com/tournament/live/-20-4088612",Sheksito,2023
180,2,swiss,blitz,chess,16,1527,1,"https://www.chess.com/tournament/live/-19-4088131",Sheksito,2023
300,2,swiss,blitz,chess,4,1527,3,"https://www.chess.com/tournament/live/---17-4087059",Sheksito,2023
180,0,swiss,blitz,chess,14,1527,3,"https://www.chess.com/tournament/live/swiss-3-1-4074786",Sheksito,2023
120,1,swiss,lightning,chess,8,1753,2,"https://www.chess.com/tournament/live/-14-2-4075724",Sheksito,2023
120,1,swiss,lightning,chess,10,1753,3,"https://www.chess.com/tournament/live/-21-4075069",Sheksito,2023
120,1,swiss,lightning,chess,7,1753,2,"https://www.chess.com/tournament/live/swiss-21-1-4061276",Sheksito,2023
180,0,swiss,blitz,chess,9,1527,2,"https://www.chess.com/tournament/live/-4061209",Sheksito,2023
120,1,swiss,lightning,chess,6,1753,4,"https://www.chess.com/tournament/live/-4060750",Sheksito,2023
600,0,arena,standard,chess,14,1399,0,"https://www.chess.com/tournament/live/arena/rapid-arena-2970218",Sheksito,2023
180,0,arena,blitz,chess,13,1527,12,"https://www.chess.com/tournament/live/arena/-288--2903830",Sheksito,2023
180,0,arena,blitz,chess,15,1527,0,"https://www.chess.com/tournament/live/arena/arena-blitz-30-2891836",Sheksito,2023
120,1,arena,lightning,chess,4,1753,28,"https://www.chess.com/tournament/live/arena/-208-2891156",Sheksito,2023
180,2,arena,blitz,chess,14,1527,0,"https://www.chess.com/tournament/live/arena/arena-summer-1608-2879694",Sheksito,2023
60,0,arena,lightning,chess,4,1753,70,"https://www.chess.com/tournament/live/arena/-138--2878578",Sheksito,2023
